10 Boakes Road Mount Wellington Auckland City,{"x": 19462644.27417481, "y": -4425128.922908596},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
16 Boakes Road Mount Wellington Auckland City,{"x": 19462626.31214318, "y": -4425147.747479164},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
18 Boakes Road Mount Wellington Auckland City,{"x": 19462610.891551137, "y": -4425164.034341898},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
20 Boakes Road Mount Wellington Auckland City,{"x": 19462593.85966904, "y": -4425181.57406815},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
24 Boakes Road Mount Wellington Auckland City,{"x": 19462561.61418531, "y": -4425212.66608582},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
27 Boakes Road Mount Wellington Auckland City,{"x": 19462478.469243955, "y": -4425293.484396835},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
29 Boakes Road Mount Wellington Auckland City,{"x": 19462464.94392582, "y": -4425307.265775823},{"OBJECTID": 201683, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
39 Boakes Road Mount Wellington Auckland City,{"x": 19462432.040087096, "y": -4425410.153295797},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
41 Boakes Road Mount Wellington Auckland City,{"x": 19462432.148564015, "y": -4425431.452032061},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
43 Boakes Road Mount Wellington Auckland City,{"x": 19462432.148564015, "y": -4425451.602954887},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
